essay,didn't really eat lunch,hyper,cried,migraine aura: excessive yawning,finances,sleepy,saw friends,used cefaly,Standing,planning,deadline,Naproxen,migraine: drowsy couldn't focus eyes while driving,had PT,very painful,cold,Attended long ceremony,horny,ate breakfast,saw samantha,skipped strattera,smoothie,low food,partly sunny,expectations,Doctors appt downtown,Dinner out,had pelvic PT,parents,tidying lab,Exausted,work + times square,homework,no lunch,coffee,Mt. Si ACDC 2x Coco Caps,sitting,Weighted Blanket,sunny,High Pain,back home,aggitated,out of the house,didn't sleep,Company for dinner,Relpax,ramen,worked out,anxiety attack,nausea,Charlotte,Flexeril,lifted weights,Out of plaquenil,bad sleep,perked up around sunset,Sad,12K Steps,negative self-talk,Chest CT scan,tiny breakfast,comfort eating,sedentary,had therapy,craving sugar,Went to work,up til dawn,skipped ADD meds,work,restless,saw doctor,tired,No sleep,tea,date night,overheated,Dogs,dining room,cloudy,fast food,garden work,active early,cooked dinner,took a bath ,stuffy nose,temeraire,socialized,driving,gardened,late to work,lunch with sally,strange day,studying,cereal and milk,Coaching Session Yesterday,Drinking,spacy,social justice,lethargic,low appetite,burnout warning,lunch with sue,Slept well,Tetralabs Gold Caps CBN,Off work,Writing a paper,partially sunny,Superlong nap,went shopping,Equilibrant,didn't leave the house,Cleaned house,listen to music ,dinner with kate,grapes,mmj,taught sunday school,ants!!,impulsive,up late,Shannons ceremony,masturbated,Sore muscles,Infodump,cried a lot,flare,Thyroid-Pro,studied,Thermoformer arrived,alcohol,solo shift,putty,stressed,meal replacement shake,cool weather,Tolterodine,extremely hot weather,massage,long drive,In bed all day,Elder Carr,pretty good day,Field work,home ward,went outside,period,exercise,mild headache,had sex,good Abby,church,not too hot,not forgetful,warm weather,blended EOs,napped,low money,heat wave,deadlines,Sun exposure,Worked overtime,Rested,Houseguest,dairy,no coffee,slept late,banana,painful,happy,Did cardio,had coffee,gluten,visiting teachers,ate eggs,Headache AM,Bloated,infusion,foccacia,sore,slept in,Councillor,bunny cuddles,worked,tumblr,Tummy Tamers,Quell Unit,christmas eve,Jen here tomorrow,shower,GI discomfort,classes,long sleep,felt sick,med change,woke up early,lots of standing,chore day,Triamcinolone,Ballet,still sore form osteo,Horrible taste in mouth,thirsty,tapering off gabapentin this week,exhausted,rude internet,woke easily,registrar's letter,in the sun,Drank coffee,day off,sas,abby accidents,vivid dreams,hot bath w epsom salt,ate kimchi,migraine aura: sparkling wigglies,Party,breakfast,withdrawal,visited dispensary,Driving,boxing day,Unmotivated,rainy,junk food,not enough sleep ,Saw John,cooked breakfast,allergies,screenings,Cleaned,diarrhea,emergency cat vet trip,up before alarm,uac meetings,hot,Glucerna shake,couldn't keep track of time,sick,ate dairy,Tetralabs Gold Caps,meditated,feet tingly,low mood,pain,energetic,Bad sleep,Cefaly Unit,class,ran errands,treated myself ,art class,clean clothes,exercised,up too late,visitors,no breakfast,weekend,ate lunch,hot weather,no work,Azathioprine,executive dysfunction,bath with epsom salt,swept floor,didn't eat breakfast,went grocery shopping,physical activity,good sleep,walked,got hair colored,migraine,wee to QE,pineapple,symptom free,very hot weather,row
,2.0,0.0,0.0,2.0,,,,2.0,,,,,2.0,2.0,,,,,2.0,2.0,2.0,,,0.0,,,,2.0,,,,0.0,,0.0,2.0,0.0,,,2.0,,,,,2.0,,,,,0.0,0.0,,0.0,,,,2.0,,,,,0.0,0.0,2.0,2.0,,,0.0,2.0,,,0.0,2.0,,0.0,2.0,,,,,2.0,2.0,0.0,2.0,,,,0.0,,2.0,,2.0,,,,,,2.0,,2.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,0.0,,0.0,0.0,0.0,,0.0,,,2.0,,,,,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,2.0,,2.0,,,,,,0.0,0.0,2.0,,0.0,2.0,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,0.0,,,,,,,0.0,2.0,2.0,2.0,,,0.0,0.0,,,,2.0,,,,2.0,0.0,,,,2.0,0.0,,,,2.0,,,2.0,,,2.0,,2.0,,0.0,,2.0,,,,2.0,2.0,,2.0,2.0,0.0,2.0,,,,2.0,2.0,2.0,2.0,,,,2.0,2.0,,,,2.0,negative self-talk
,,,,,,,,,0.0,,,,,,,0.0,0.0,,2.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,2.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,2.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,2.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,Chest CT scan
,2.0,0.0,0.0,2.0,,,,2.0,,,,,2.0,2.0,,,,,2.0,2.0,2.0,,,0.0,,,,2.0,,,,0.0,,0.0,2.0,0.0,,,2.0,,,,,2.0,,,,,0.0,0.0,,0.0,,,,2.0,,,0.0,,,0.0,2.0,2.0,,,0.0,2.0,,,0.0,2.0,,0.0,2.0,,,,,2.0,2.0,0.0,2.0,,,,0.0,,2.0,,2.0,,,,,,2.0,,2.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,0.0,,0.0,0.0,0.0,,0.0,,,2.0,,,,,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,2.0,,2.0,,,,,,0.0,0.0,2.0,,0.0,2.0,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,0.0,,,,,,,0.0,2.0,2.0,2.0,,,0.0,0.0,,,,2.0,,,,2.0,0.0,,,,2.0,0.0,,,,2.0,,,2.0,,,2.0,,2.0,,0.0,,2.0,,,,2.0,2.0,,2.0,2.0,0.0,2.0,,,,2.0,2.0,2.0,2.0,,,,2.0,2.0,,,,2.0,tiny breakfast
,2.0,0.0,0.0,2.0,,,,2.0,,,,,2.0,2.0,,,,,2.0,2.0,2.0,,,0.0,,,,2.0,,,,0.0,,0.0,2.0,0.0,,,2.0,,,,,2.0,,,,,0.0,0.0,,0.0,,,,2.0,,,0.0,,0.0,,2.0,2.0,,,0.0,2.0,,,0.0,2.0,,0.0,2.0,,,,,2.0,2.0,0.0,2.0,,,,0.0,,2.0,,2.0,,,,,,2.0,,2.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,0.0,,0.0,0.0,0.0,,0.0,,,2.0,,,,,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,2.0,,2.0,,,,,,0.0,0.0,2.0,,0.0,2.0,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,0.0,,,,,,,0.0,2.0,2.0,2.0,,,0.0,0.0,,,,2.0,,,,2.0,0.0,,,,2.0,0.0,,,,2.0,,,2.0,,,2.0,,2.0,,0.0,,2.0,,,,2.0,2.0,,2.0,2.0,0.0,2.0,,,,2.0,2.0,2.0,2.0,,,,2.0,2.0,,,,2.0,comfort eating
,0.0,2.0,2.0,0.0,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,0.0,,,2.0,,,,0.0,,,,2.0,,2.0,0.0,2.0,,,0.0,,,,,0.0,,,,,2.0,2.0,,2.0,,,,0.0,,,2.0,,2.0,2.0,,0.0,,,2.0,0.0,,,2.0,0.0,,2.0,0.0,,,,,0.0,0.0,2.0,0.0,,,,2.0,,0.0,,0.0,,,,,,0.0,,0.0,2.0,,,,2.0,,,,,,,2.0,,,0.0,,2.0,,2.0,2.0,2.0,,2.0,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,,0.0,,,,,,2.0,2.0,0.0,,2.0,0.0,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,2.0,,,,,,,2.0,0.0,0.0,0.0,,,2.0,2.0,,,,0.0,,,,0.0,2.0,,,,0.0,2.0,,,,0.0,,,0.0,,,0.0,,0.0,,2.0,,0.0,,,,0.0,0.0,,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,sedentary
,0.0,2.0,2.0,0.0,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,0.0,,,2.0,,,,0.0,,,,2.0,,2.0,0.0,2.0,,,0.0,,,,,0.0,,,,,2.0,2.0,,2.0,,,,0.0,,,2.0,,2.0,2.0,0.0,,,,2.0,0.0,,,2.0,0.0,,2.0,0.0,,,,,0.0,0.0,2.0,0.0,,,,2.0,,0.0,,0.0,,,,,,0.0,,0.0,2.0,,,,2.0,,,,,,,2.0,,,0.0,,2.0,,2.0,2.0,2.0,,2.0,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,,0.0,,,,,,2.0,2.0,0.0,,2.0,0.0,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,2.0,,,,,,,2.0,0.0,0.0,0.0,,,2.0,2.0,,,,0.0,,,,0.0,2.0,,,,0.0,2.0,,,,0.0,,,0.0,,,0.0,,0.0,,2.0,,0.0,,,,0.0,0.0,,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,had therapy
,,,,,,,,,0.0,,,,,,,0.0,0.0,,2.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,2.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,2.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,2.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,craving sugar
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0654286248106,,,,,,,,Went to work
,2.0,0.0,0.0,2.0,,,,2.0,,,,,2.0,2.0,,,,,2.0,2.0,2.0,,,0.0,,,,2.0,,,,0.0,,0.0,2.0,0.0,,,2.0,,,,,2.0,,,,,0.0,0.0,,0.0,,,,2.0,,,0.0,,0.0,0.0,2.0,2.0,,,,2.0,,,0.0,2.0,,0.0,2.0,,,,,2.0,2.0,0.0,2.0,,,,0.0,,2.0,,2.0,,,,,,2.0,,2.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,0.0,,0.0,0.0,0.0,,0.0,,,2.0,,,,,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,2.0,,2.0,,,,,,0.0,0.0,2.0,,0.0,2.0,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,0.0,,,,,,,0.0,2.0,2.0,2.0,,,0.0,0.0,,,,2.0,,,,2.0,0.0,,,,2.0,0.0,,,,2.0,,,2.0,,,2.0,,2.0,,0.0,,2.0,,,,2.0,2.0,,2.0,2.0,0.0,2.0,,,,2.0,2.0,2.0,2.0,,,,2.0,2.0,,,,2.0,up til dawn
,0.0,2.0,2.0,0.0,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,0.0,,,2.0,,,,0.0,,,,2.0,,2.0,0.0,2.0,,,0.0,,,,,0.0,,,,,2.0,2.0,,2.0,,,,0.0,,,2.0,,2.0,2.0,0.0,0.0,,,2.0,,,,2.0,0.0,,2.0,0.0,,,,,0.0,0.0,2.0,0.0,,,,2.0,,0.0,,0.0,,,,,,0.0,,0.0,2.0,,,,2.0,,,,,,,2.0,,,0.0,,2.0,,2.0,2.0,2.0,,2.0,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,,0.0,,,,,,2.0,2.0,0.0,,2.0,0.0,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,2.0,,,,,,,2.0,0.0,0.0,0.0,,,2.0,2.0,,,,0.0,,,,0.0,2.0,,,,0.0,2.0,,,,0.0,,,0.0,,,0.0,,0.0,,2.0,,0.0,,,,0.0,0.0,,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,skipped ADD meds
0.0,,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,0.0,,,,,,2.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,,,0.0,,,,,work
,0.0,,,0.0,,,,0.0,,,,,0.0,,0.0,,,2.0,2.0,,,,,0.0,0.0,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,2.0,,,,0.0,,,0.0,,,,,,,,0.0,2.0,0.0,,0.0,,,,,,,,0.0,2.0,,,2.0,,2.0,2.0,,,,,,,,,,,,0.0,,0.0,,,,,2.0,,,,,,,,,,0.0,,,,,2.0,,,,,,,0.0,,,,,,,,,0.0,,,2.0,0.0,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,2.0,,0.0,,2.0,2.0,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,0.0,,,2.0,,,,0.0,,restless
,2.0,0.0,0.0,2.0,,,,2.0,,,,,2.0,2.0,,,,,2.0,2.0,2.0,,,0.0,,,,2.0,,,,0.0,,0.0,2.0,0.0,,,2.0,,,,,2.0,,,,,0.0,0.0,,0.0,,,,2.0,,,0.0,,0.0,0.0,2.0,2.0,,,0.0,2.0,,,,2.0,,0.0,2.0,,,,,2.0,2.0,0.0,2.0,,,,0.0,,2.0,,2.0,,,,,,2.0,,2.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,0.0,,0.0,0.0,0.0,,0.0,,,2.0,,,,,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,2.0,,2.0,,,,,,0.0,0.0,2.0,,0.0,2.0,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,0.0,,,,,,,0.0,2.0,2.0,2.0,,,0.0,0.0,,,,2.0,,,,2.0,0.0,,,,2.0,0.0,,,,2.0,,,2.0,,,2.0,,2.0,,0.0,,2.0,,,,2.0,2.0,,2.0,2.0,0.0,2.0,,,,2.0,2.0,2.0,2.0,,,,2.0,2.0,,,,2.0,saw doctor
,0.0,2.0,2.0,0.0,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,0.0,,,2.0,,,,0.0,,,,2.0,,2.0,0.0,2.0,,,0.0,,,,,0.0,,,,,2.0,2.0,,2.0,,,,0.0,,,2.0,,2.0,2.0,0.0,0.0,,,2.0,0.0,,,2.0,,,2.0,0.0,,,,,0.0,0.0,2.0,0.0,,,,2.0,,0.0,,0.0,,,,,,0.0,,0.0,2.0,,,,2.0,,,,,,2.0,2.0,,,0.0,,2.0,,2.0,2.0,2.0,,2.0,0.0,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,,,,,,0.0,0.0,2.0,0.0,0.0,,0.0,,,,,,0.341227567988,2.0,0.0,,2.0,0.0,,,2.0,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,0.0,,2.0,,,,,,,2.0,0.0,0.0,0.0,,,2.0,2.0,,,,0.0,,,,0.0,2.0,,,,0.0,2.0,,,,0.0,,,0.0,,,0.0,,0.0,,2.0,,0.0,,,,0.0,0.0,,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,,,,0.0,tired
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,No sleep
,2.0,0.0,0.0,2.0,,,,2.0,,,,,2.0,2.0,,,,,2.0,2.0,2.0,,,0.0,,,,2.0,,,,0.0,,0.0,2.0,0.0,,,2.0,,,,,2.0,,,,,0.0,0.0,,0.0,,,,2.0,,,0.0,,0.0,0.0,2.0,2.0,,,0.0,2.0,,,0.0,2.0,,,2.0,,,,,2.0,2.0,0.0,2.0,,,,0.0,,2.0,,2.0,,,,,,2.0,,2.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,0.0,,0.0,0.0,0.0,,0.0,,,2.0,,,,,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,2.0,,2.0,,,,,,0.0,0.0,2.0,,0.0,2.0,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,0.0,,,,,,,0.0,2.0,2.0,2.0,,,0.0,0.0,,,,2.0,,,,2.0,0.0,,,,2.0,0.0,,,,2.0,,,2.0,,,2.0,,2.0,,0.0,,2.0,,,,2.0,2.0,,2.0,2.0,0.0,2.0,,,,2.0,2.0,2.0,2.0,,,,2.0,2.0,,,,2.0,tea
,0.0,2.0,2.0,0.0,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,0.0,,,2.0,,,,0.0,,,,2.0,,2.0,0.0,2.0,,,0.0,,,,,0.0,,,,,2.0,2.0,,2.0,,,,0.0,,,2.0,,2.0,2.0,0.0,0.0,,,2.0,0.0,,,2.0,0.0,,2.0,,,,,,0.0,0.0,2.0,0.0,,,,2.0,,0.0,,0.0,,,,,,0.0,,0.0,2.0,,,,2.0,,,,,,,2.0,,,0.0,,2.0,,2.0,2.0,2.0,,2.0,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,,0.0,,,,,,2.0,2.0,0.0,,2.0,0.0,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,2.0,,,,,,,2.0,0.0,0.0,0.0,,,2.0,2.0,,,,0.0,,,,0.0,2.0,,,,0.0,2.0,,,,0.0,,,0.0,,,0.0,,0.0,,2.0,,0.0,,,,0.0,0.0,,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,date night
,0.0,,,0.0,,,,0.0,,,,,0.0,,0.0,,,2.0,2.0,,,,,0.0,0.0,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,2.0,,,,0.0,,,0.0,,,,,,,,0.0,2.0,0.0,,0.0,,,,,,,,0.0,2.0,,,2.0,,2.0,2.0,,,,,,,,,,,,0.0,,0.0,,,,,2.0,,,,,,,,,,0.0,,,,,2.0,,,,,,,0.0,,,,,,,,,0.0,,,2.0,0.0,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,2.0,,0.0,,2.0,2.0,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,0.0,,,2.0,,,,0.0,,overheated
,,,,,,,,,0.0,,,,,,,0.0,0.0,,2.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,2.0,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,2.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,2.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,Dogs
,,,,,,,,,0.0,,,,,,,0.0,0.0,,2.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,2.0,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,2.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,2.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,dining room
,0.0,,,0.0,,,,0.0,,,,,0.0,,0.0,,,2.0,2.0,,,,,0.0,0.0,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,2.0,,,,0.0,,,0.0,,,,,,,,0.0,2.0,0.0,,0.0,,,,,,,,0.0,2.0,,,2.0,,2.0,2.0,,,,,,,,,,,,0.0,,0.0,,,,,2.0,,,,,,,,,,0.0,,,,,2.0,,,,,,,0.0,,,,,,,,,0.0,,,2.0,0.0,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,2.0,,0.0,,2.0,2.0,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,0.0,,,2.0,,,,0.0,,cloudy
,1.46704264999,2.0,2.0,0.507900662658,,,,0.507900662658,,,,,0.507900662658,0.0,2.0,,,0.0,0.495319542677,0.0,0.0,,,1.77505681185,2.0,,,0.0,0.0,,,2.0,,2.0,0.0,2.0,,2.0,0.669114675275,,,,,0.0,,,,,2.0,1.73011287954,,2.0,,,,1.42500575339,,,2.0,,2.0,2.0,0.0,0.0,,0.0,2.0,0.0,,2.0,2.0,0.0,0.0,2.0,0.0,2.0,,,2.0,,0.0,2.0,0.0,2.0,,,1.91716499604,,0.0,,0.0,,,,2.0,0.0,1.42500575339,,0.860445832503,2.0,,,,2.0,,,2.0,0.0,,,1.43358689292,,0.0,0.0397753200379,,2.0,,2.0,2.0,2.0,,2.0,,,0.0,2.0,,2.0,,,,,0.032217880944,,0.0,,,0.0,,,,,2.0,,,0.0,,0.0,,,,0.0,0.0,2.0,0.398151367943,0.0,,0.0,,,,,,1.93148803314,2.0,0.0,0.0,1.98603883188,0.322119242874,,,1.93148803314,,,,,0.0,,,0.0,,,,,2.0,,,,,,,,,,2.0,,0.0,,,,,2.0,,0.0,,2.0,,,,,0.0,,1.94547954385,0.0,0.0397753200379,0.0397753200379,,2.0,2.0,2.0,,,2.0,0.0,,,2.0,0.398151367943,2.0,,,,0.0,2.0,,,,1.42500575339,,,0.0,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.498567979813,0.0,2.0,0.0,,0.0397753200379,0.0,,,2.0,0.0,fast food
,0.0,2.0,2.0,0.0,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,0.0,,,2.0,,,,0.0,,,,2.0,,2.0,0.0,2.0,,,0.0,,,,,0.0,,,,,2.0,2.0,,2.0,,,,0.0,,,2.0,,2.0,2.0,0.0,0.0,,,2.0,0.0,,,2.0,0.0,,2.0,0.0,,,,,0.0,,2.0,0.0,,,,2.0,,0.0,,0.0,,,,,,0.0,,0.0,2.0,,,,2.0,,,,,,,2.0,,,0.0,,2.0,,2.0,2.0,2.0,,2.0,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,,0.0,,,,,,2.0,2.0,0.0,,2.0,0.0,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,2.0,,,,,,,2.0,0.0,0.0,0.0,,,2.0,2.0,,,,0.0,,,,0.0,2.0,,,,0.0,2.0,,,,0.0,,,0.0,,,0.0,,0.0,,2.0,,0.0,,,,0.0,0.0,,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,garden work
